PID, BUS, Root, BusTime, QueueTime
[people-4, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-39, bus-Bus_2, BusStop_4->BusStop_1, 4, 2]
[people-9, bus-Bus_0, BusStop_3->BusStop_4, 4, 8]
[people-10, bus-Bus_0, BusStop_3->BusStop_4, 4, 8]
[people-18, bus-Bus_0, BusStop_3->BusStop_4, 4, 7]
[people-19, bus-Bus_0, BusStop_3->BusStop_4, 4, 7]
[people-20, bus-Bus_0, BusStop_3->BusStop_4, 4, 7]
[people-22, bus-Bus_0, BusStop_3->BusStop_4, 4, 7]
[people-3, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-5, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-49, bus-Bus_1, BusStop_1->BusStop_4, 4, 6]
[people-53, bus-Bus_2, BusStop_1->BusStop_4, 4, 6]
[people-115, bus-Bus_3, BusStop_1->BusStop_4, 4, 2]
[people-6, bus-Bus_0, BusStop_3->BusStop_2, 8, 8]
[people-35, bus-Bus_0, BusStop_4->BusStop_2, 4, 10]
[people-36, bus-Bus_0, BusStop_4->BusStop_2, 4, 10]
[people-38, bus-Bus_0, BusStop_4->BusStop_2, 4, 10]
[people-58, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-75, bus-Bus_0, BusStop_4->BusStop_2, 4, 8]
[people-76, bus-Bus_0, BusStop_4->BusStop_2, 4, 8]
[people-26, bus-Bus_1, BusStop_1->BusStop_0, 8, 7]
[people-88, bus-Bus_1, BusStop_4->BusStop_0, 4, 7]
[people-92, bus-Bus_1, BusStop_4->BusStop_0, 4, 7]
[people-94, bus-Bus_1, BusStop_4->BusStop_0, 4, 7]
[people-103, bus-Bus_1, BusStop_4->BusStop_0, 4, 6]
[people-128, bus-Bus_1, BusStop_4->BusStop_0, 4, 5]
[people-129, bus-Bus_1, BusStop_4->BusStop_0, 4, 5]
[people-147, bus-Bus_1, BusStop_4->BusStop_0, 4, 4]
[people-60, bus-Bus_2, BusStop_4->BusStop_0, 12, 1]
[people-61, bus-Bus_2, BusStop_4->BusStop_0, 12, 1]
[people-62, bus-Bus_2, BusStop_4->BusStop_0, 12, 1]
[people-63, bus-Bus_2, BusStop_4->BusStop_0, 12, 1]
[people-64, bus-Bus_2, BusStop_4->BusStop_0, 12, 1]
[people-65, bus-Bus_2, BusStop_4->BusStop_0, 12, 1]
[people-50, bus-Bus_2, BusStop_1->BusStop_0, 8, 6]
[people-52, bus-Bus_2, BusStop_1->BusStop_0, 8, 6]
[people-149, bus-Bus_2, BusStop_4->BusStop_0, 4, 4]
[people-54, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-111, bus-Bus_3, BusStop_1->BusStop_0, 8, 2]
[people-112, bus-Bus_3, BusStop_1->BusStop_0, 8, 2]
[people-116, bus-Bus_3, BusStop_1->BusStop_0, 8, 2]
[people-160, bus-Bus_3, BusStop_4->BusStop_0, 4, 3]
[people-37, bus-Bus_0, BusStop_4->BusStop_3, 12, 10]
[people-59, bus-Bus_0, BusStop_4->BusStop_3, 12, 9]
[people-89, bus-Bus_0, BusStop_4->BusStop_3, 12, 7]
[people-145, bus-Bus_1, BusStop_4->BusStop_1, 12, 4]
[people-148, bus-Bus_1, BusStop_4->BusStop_1, 12, 4]
[people-11, bus-Bus_1, BusStop_0->BusStop_1, 8, 15]
[people-14, bus-Bus_1, BusStop_0->BusStop_1, 8, 15]
[people-16, bus-Bus_1, BusStop_0->BusStop_1, 8, 15]
[people-150, bus-Bus_2, BusStop_4->BusStop_1, 12, 4]
[people-30, bus-Bus_2, BusStop_0->BusStop_1, 8, 14]
[people-33, bus-Bus_2, BusStop_0->BusStop_1, 8, 14]
[people-34, bus-Bus_2, BusStop_0->BusStop_1, 8, 14]
[people-158, bus-Bus_3, BusStop_4->BusStop_1, 12, 3]
[people-159, bus-Bus_3, BusStop_4->BusStop_1, 12, 3]
[people-161, bus-Bus_3, BusStop_4->BusStop_1, 12, 3]
[people-192, bus-Bus_3, BusStop_4->BusStop_1, 12, 2]
[people-212, bus-Bus_3, BusStop_4->BusStop_1, 12, 1]
[people-73, bus-Bus_3, BusStop_0->BusStop_1, 8, 12]
[people-44, bus-Bus_0, BusStop_2->BusStop_4, 12, 14]
[people-17, bus-Bus_1, BusStop_0->BusStop_4, 12, 15]
[people-28, bus-Bus_1, BusStop_0->BusStop_4, 12, 14]
[people-181, bus-Bus_1, BusStop_1->BusStop_4, 4, 15]
[people-57, bus-Bus_2, BusStop_0->BusStop_4, 12, 13]
[people-206, bus-Bus_2, BusStop_1->BusStop_4, 4, 14]
[people-207, bus-Bus_2, BusStop_1->BusStop_4, 4, 14]
[people-74, bus-Bus_3, BusStop_0->BusStop_4, 12, 12]
[people-86, bus-Bus_3, BusStop_0->BusStop_4, 12, 11]
[people-41, bus-Bus_0, BusStop_3->BusStop_2, 8, 22]
[people-42, bus-Bus_0, BusStop_3->BusStop_2, 8, 22]
[people-91, bus-Bus_0, BusStop_4->BusStop_2, 4, 23]
[people-95, bus-Bus_0, BusStop_4->BusStop_2, 4, 23]
[people-102, bus-Bus_0, BusStop_4->BusStop_2, 4, 22]
[people-104, bus-Bus_0, BusStop_4->BusStop_2, 4, 22]
[people-127, bus-Bus_0, BusStop_4->BusStop_2, 4, 21]
[people-238, bus-Bus_1, BusStop_4->BusStop_0, 4, 16]
[people-8, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 24]
[people-21, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 23]
[people-258, bus-Bus_2, BusStop_4->BusStop_0, 4, 15]
[people-275, bus-Bus_2, BusStop_4->BusStop_0, 4, 14]
[people-330, bus-Bus_2, BusStop_4->BusStop_0, 4, 12]
[people-356, bus-Bus_2, BusStop_4->BusStop_0, 4, 11]
[people-400, bus-Bus_2, BusStop_4->BusStop_0, 4, 9]
[people-402, bus-Bus_2, BusStop_4->BusStop_0, 4, 9]
[people-424, bus-Bus_2, BusStop_4->BusStop_0, 4, 8]
[people-208, bus-Bus_3, BusStop_1->BusStop_0, 8, 14]
[people-448, bus-Bus_3, BusStop_4->BusStop_0, 4, 7]
[people-470, bus-Bus_3, BusStop_4->BusStop_0, 4, 6]
[people-474, bus-Bus_3, BusStop_4->BusStop_0, 4, 6]
[people-90, bus-Bus_0, BusStop_4->BusStop_3, 12, 23]
[people-93, bus-Bus_0, BusStop_4->BusStop_3, 12, 23]
[people-146, bus-Bus_0, BusStop_4->BusStop_3, 12, 20]
[people-213, bus-Bus_1, BusStop_4->BusStop_1, 12, 17]
[people-215, bus-Bus_1, BusStop_4->BusStop_1, 12, 17]
[people-233, bus-Bus_1, BusStop_4->BusStop_1, 12, 16]
[people-235, bus-Bus_1, BusStop_4->BusStop_1, 12, 16]
[people-237, bus-Bus_1, BusStop_4->BusStop_1, 12, 16]
[people-7, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 24]
[people-257, bus-Bus_1, BusStop_4->BusStop_1, 12, 15]
[people-87, bus-Bus_1, BusStop_0->BusStop_1, 8, 27]
[people-331, bus-Bus_2, BusStop_4->BusStop_1, 12, 12]
[people-373, bus-Bus_2, BusStop_4->BusStop_1, 12, 10]
[people-446, bus-Bus_2, BusStop_4->BusStop_1, 12, 7]
[people-121, bus-Bus_2, BusStop_0->BusStop_1, 8, 25]
[people-449, bus-Bus_3, BusStop_4->BusStop_1, 12, 7]
[people-451, bus-Bus_3, BusStop_4->BusStop_1, 12, 7]
[people-469, bus-Bus_3, BusStop_4->BusStop_1, 12, 6]
[people-473, bus-Bus_3, BusStop_4->BusStop_1, 12, 6]
[people-498, bus-Bus_3, BusStop_4->BusStop_1, 12, 5]
[people-501, bus-Bus_3, BusStop_4->BusStop_1, 12, 5]
[people-136, bus-Bus_3, BusStop_0->BusStop_1, 8, 24]
[people-83, bus-Bus_0, BusStop_2->BusStop_4, 12, 28]
[people-132, bus-Bus_0, BusStop_2->BusStop_4, 12, 25]
[people-246, bus-Bus_1, BusStop_1->BusStop_4, 4, 28]
[people-247, bus-Bus_1, BusStop_1->BusStop_4, 4, 28]
[people-250, bus-Bus_1, BusStop_1->BusStop_4, 4, 28]
[people-251, bus-Bus_1, BusStop_1->BusStop_4, 4, 28]
[people-122, bus-Bus_2, BusStop_0->BusStop_4, 12, 25]
[people-123, bus-Bus_2, BusStop_0->BusStop_4, 12, 25]
[people-287, bus-Bus_2, BusStop_1->BusStop_4, 4, 26]
[people-124, bus-Bus_3, BusStop_0->BusStop_4, 12, 25]
[people-125, bus-Bus_3, BusStop_0->BusStop_4, 12, 25]
[people-126, bus-Bus_3, BusStop_0->BusStop_4, 12, 25]
[people-292, bus-Bus_3, BusStop_1->BusStop_4, 4, 26]
[people-293, bus-Bus_3, BusStop_1->BusStop_4, 4, 26]
[people-294, bus-Bus_3, BusStop_1->BusStop_4, 4, 26]
[people-43, bus-Bus_0, BusStop_3->BusStop_2, 8, 38]
[people-67, bus-Bus_0, BusStop_3->BusStop_2, 8, 37]
[people-151, bus-Bus_0, BusStop_4->BusStop_2, 4, 36]
[people-152, bus-Bus_0, BusStop_4->BusStop_2, 4, 36]
[people-216, bus-Bus_0, BusStop_4->BusStop_2, 4, 33]
[people-217, bus-Bus_0, BusStop_4->BusStop_2, 4, 33]
[people-232, bus-Bus_0, BusStop_4->BusStop_2, 4, 32]
[people-245, bus-Bus_1, BusStop_1->BusStop_0, 8, 28]
[people-248, bus-Bus_1, BusStop_1->BusStop_0, 8, 28]
[people-530, bus-Bus_1, BusStop_4->BusStop_0, 4, 20]
